Ref	Sample	Mutation	lagging_ts	leading_uts	ts_lagging_wg	uts_leading_wg	oddsratio	lowerconfint	higherconfint	flag
T_2	MLH1_2	[InsT]234	27	21	89310261	87254718	1.25612267938489	0.710180620737629	2.22175055132629	
T_2	DheML6d1	[InsT]234	525	485	89310261	87254718	1.05756060461383	0.934750080386965	1.19650637737113	
T_2	MSH3_KO5_d4	[DelT]234	3	3	89310261	87254718	0.976984245191633	0.197189778350079	4.84050554414694	
T_2	E_MSHd1	[DelT]234	550	772	89310261	87254718	0.696036127165324	0.623929455290739	0.776476068265683	*
T_2	POD689_1	[InsT]234	12	6	89310261	87254718	1.95396862010764	0.733359283384272	5.20617036542617	
T_2	EXO1_KO22_d2	[InsT]234	1	0	89310261	87254718	1	1	1	
T_2	MLH1_5	[DelT]234	60	68	89310261	87254718	0.862044830229679	0.609203578567972	1.21982423522944	
T_2	DheML6d3	[DelT]234	574	422	89310261	87254718	1.3288858985562	1.17194029088639	1.50684957682089	*
T_2	MSH3_KO5_d4	[InsT]234	0	0	89310261	87254718	1	1	1	
T_2	E_MSHd1	[InsT]234	216	303	89310261	87254718	0.696463282811165	0.584922525774435	0.82927410542428	*
T_2	POD689_2	[DelT]234	2	2	89310261	87254718	0.976984245449339	0.137621411432265	6.93568105371452	
T_2	EXO1_KO22_d3	[DelT]234	1	4	89310261	87254718	0.24424605302907	0.0272995374804	2.18524341165523	
T_2	MLH1_5	[InsT]234	22	29	89310261	87254718	0.741160398695468	0.425843847946615	1.28995344007715	
T_2	DheML6d3	[InsT]234	434	393	89310261	87254718	1.07890919452179	0.941268478536465	1.23667697003259	
T_2	POD478_1	[DelT]234	8	2	89310261	87254718	3.90793724433856	0.8298768745998	18.4026980063196	
T_2	E_MSHd2	[DelT]234	595	814	89310261	87254718	0.714132771608835	0.642492016842976	0.793761793324128	*
T_2	POD689_2	[InsT]234	13	8	89310261	87254718	1.58759948522369	0.658030864996132	3.83032507980813	
T_2	EXO1_KO22_d3	[InsT]234	0	0	89310261	87254718	1	1	1	
T_2	MSH3_KO5_d1	[DelT]234	8	2	89310261	87254718	3.90793724433856	0.8298768745998	18.4026980063196	
T_2	DheMS6d2	[DelT]234	1195	959	89310261	87254718	1.21741289229513	1.11823903091117	1.32538223882129	*
T_2	POD478_1	[InsT]234	45	25	89310261	87254718	1.75857202495177	1.07853229045308	2.86739265418175	*
T_2	E_MSHd2	[InsT]234	243	272	89310261	87254718	0.872820138408872	0.734156396545093	1.03767398553925	
T_2	POLE_L424V_d1	[DelT]234	14	15	89310261	87254718	0.911851949082617	0.44015726278751	1.88903841272561	
